Code_commune_INSEE,Nom_commune,Code_postal,Ligne_5,Libellé_d_acheminement,coordonnees_gps,Departement
60358,LEVIGNEN,60800,"",LEVIGNEN,"49.1970697917,2.91542960657",60
60543,ROCQUEMONT,60800,"",ROCQUEMONT,"49.2596362011,2.81990784544",60
60231,FEIGNEUX,60800,"",FEIGNEUX,"49.2609818537,2.91459037295",60
60552,ROUVILLE,60800,"",ROUVILLE,"49.2101065424,2.88059214006",60
60027,AUGER ST VINCENT,60800,"",AUGER ST VINCENT,"49.2124952218,2.81319586858",60
60203,DUVY,60800,"",DUVY,"49.2322741704,2.84879453989",60
60479,ORMOY VILLERS,60800,"",ORMOY VILLERS,"49.1972207576,2.84690572589",60
60045,BARBERY,60810,"",BARBERY,"49.2222684941,2.67330860939",60
60415,MONTEPILLOY,60810,"",MONTEPILLOY,"49.2139185636,2.70932676856",60
60682,VILLERS ST FRAMBOURG OGNON,60810,VILLERS ST FRAMBOURG,VILLERS ST FRAMBOURG OGNON,"49.260726193,2.63465752752",60
60560,RULLY,60810,"",RULLY,"49.2390399273,2.7248899775",60
60100,BRASSEUSE,60810,"",BRASSEUSE,"49.2518806817,2.67877402724",60
60525,RARAY,60810,"",RARAY,"49.263440205,2.71969043321",60
60682,VILLERS ST FRAMBOURG OGNON,60810,OGNON,VILLERS ST FRAMBOURG OGNON,"49.260726193,2.63465752752",60
60086,BORAN SUR OISE,60820,"",BORAN SUR OISE,"49.1749794772,2.35195670267",60
60106,BREUIL LE SEC,60840,"",BREUIL LE SEC,"49.3780023932,2.45643096781",60
60130,CATENOY,60840,"",CATENOY,"49.3791543364,2.51800677203",60
60464,NOINTEL,60840,"",NOINTEL,"49.3828586322,2.48747358426",60
60164,LE COUDRAY ST GERMER,60850,"",LE COUDRAY ST GERMER,"49.4006526373,1.83221910213",60
60516,PUISEUX EN BRAY,60850,"",PUISEUX EN BRAY,"49.4107616918,1.77846343904",60
60187,CUIGY EN BRAY,60850,"",CUIGY EN BRAY,"49.4323341573,1.83507266626",60
60344,LALANDELLE,60850,"",LALANDELLE,"49.387187443,1.87215742547",60
60592,ST PIERRE ES CHAMPS,60850,"",ST PIERRE ES CHAMPS,"49.4227812737,1.74067082162",60
60577,ST GERMER DE FLY,60850,"",ST GERMER DE FLY,"49.441635095,1.7819147282",60
60077,BLICOURT,60860,"",BLICOURT,"49.5608239154,2.06049872178",60
60484,OUDEUIL,60860,"",OUDEUIL,"49.5491561309,2.02722725517",60
60493,PISSELEU,60860,"",PISSELEU,"49.5378600786,2.05641774458",60
60590,ST OMER EN CHAUSSEE,60860,"",ST OMER EN CHAUSSEE,"49.5333363606,2.00249119554",60
60688,VILLERS SUR BONNIERES,60860,"",VILLERS SUR BONNIERES,"49.5340978848,1.96061918501",60
60684,VILLERS ST PAUL,60870,"",VILLERS ST PAUL,"49.2881764019,2.49334191961",60
60539,RIEUX,60870,"",RIEUX,"49.3000073439,2.51252938174",60
60102,BRENOUILLE,60870,"",BRENOUILLE,"49.3068934524,2.5499630565",60
60023,ARMANCOURT,60880,"",ARMANCOURT,"49.370833099,2.76400949363",60
60402,LE MEUX,60880,"",LE MEUX,"49.3675243058,2.74517943461",60
60325,JAUX,60880,"",JAUX,"49.395906847,2.76678762351",60
60385,MAROLLES,60890,"",MAROLLES,"49.1636748962,3.10850778789",60
60448,NEUFCHELLES,60890,"",NEUFCHELLES,"49.1155773029,3.05195614829",60
60637,THURY EN VALOIS,60890,"",THURY EN VALOIS,"49.1516839082,3.02876069607",60
60031,AUTHEUIL EN VALOIS,60890,"",AUTHEUIL EN VALOIS,"49.1792888729,3.06349602702",60
60679,LA VILLENEUVE SOUS THURY,60890,"",LA VILLENEUVE SOUS THURY,"49.1601844737,3.0611547211",60
60380,MAREUIL SUR OURCQ,60890,"",MAREUIL SUR OURCQ,"49.1392151665,3.07327554548",60
60656,VARINFROY,60890,"",VARINFROY,"49.0940200918,3.0480173997",60
60041,BAILLEUL SUR THERAIN,60930,"",BAILLEUL SUR THERAIN,"49.385157591,2.23033347435",60
60154,CINQUEUX,60940,"",CINQUEUX,"49.3243592276,2.53354291409",60
60013,ANGICOURT,60940,"",ANGICOURT,"49.3148919573,2.50251888584",60
60406,MONCEAUX,60940,"",MONCEAUX,"49.3269208712,2.56630699286",60
60213,ERMENONVILLE,60950,"",ERMENONVILLE,"49.1256725288,2.69642408679",60
60413,MONTAGNY STE FELICITE,60950,"",MONTAGNY STE FELICITE,"49.1299636301,2.74708435457",60
60666,VER SUR LAUNETTE,60950,"",VER SUR LAUNETTE,"49.1055721825,2.67260382684",60
60233,FEUQUIERES,60960,"",FEUQUIERES,"49.6498151324,1.84993618914",60
61077,CERISE,61000,"",CERISE,"48.4441981247,0.131476179306",61
61397,ST GERMAIN DU CORBEIS,61000,"",ST GERMAIN DU CORBEIS,"48.4177117997,0.0580112631913",61
61001,ALENCON,61000,"",ALENCON,"48.4318193082,0.0915406916107",61
61094,LA CHAPELLE AU MOINE,61100,"",LA CHAPELLE AU MOINE,"48.7030083622,-0.592037594285",61
61148,DURCET,61100,"",DURCET,"48.7409713095,-0.441750363185",61
61436,STE OPPORTUNE,61100,"",STE OPPORTUNE,"48.7360455773,-0.411243624023",61
61007,ATHIS VAL DE ROUVRE,61100,LA CARNEILLE,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61007,ATHIS VAL DE ROUVRE,61100,TAILLEBOIS,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61221,LANDIGOU,61100,"",LANDIGOU,"48.7436800101,-0.47751409105",61
61222,LANDISACQ,61100,"",LANDISACQ,"48.752851397,-0.658625971927",61
61443,ST PAUL,61100,"",ST PAUL,"48.7391706962,-0.63036026972",61
61466,LA SELLE LA FORGE,61100,"",LA SELLE LA FORGE,"48.7354177799,-0.53278023694",61
61007,ATHIS VAL DE ROUVRE,61100,BREEL,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61007,ATHIS VAL DE ROUVRE,61100,LES TOURAILLES,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61007,ATHIS VAL DE ROUVRE,61100,NOTRE DAME DU ROCHER,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61030,LA BAZOQUE,61100,"",LA BAZOQUE,"48.7845443137,-0.598606188518",61
61287,MONTILLY SUR NOIREAU,61100,"",MONTILLY SUR NOIREAU,"48.8146701791,-0.5709234596",61
61391,ST GEORGES DES GROSEILLERS,61100,"",ST GEORGES DES GROSEILLERS,"48.7672046691,-0.568075544032",61
61070,CALIGNY,61100,"",CALIGNY,"48.8071056766,-0.603648177007",61
61218,LA LANDE PATRY,61100,"",LA LANDE PATRY,"48.7535484464,-0.598148128234",61
61219,LA LANDE ST SIMEON,61100,"",LA LANDE ST SIMEON,"48.8273403664,-0.433811348847",61
61007,ATHIS VAL DE ROUVRE,61100,RONFEUGERAI,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61007,ATHIS VAL DE ROUVRE,61100,SEGRIE FONTAINE,ATHIS VAL DE ROUVRE,"48.7951982952,-0.509617196105",61
61011,AUBUSSON,61100,"",AUBUSSON,"48.7798224159,-0.553278644755",61
61078,CERISY BELLE ETOILE,61100,"",CERISY BELLE ETOILE,"48.7831815078,-0.623679681205",61
61095,LA CHAPELLE BICHE,61100,"",LA CHAPELLE BICHE,"48.7128515719,-0.622127814568",61
61169,FLERS,61100,"",FLERS,"48.7399319125,-0.562509564641",61
61050,COUR MAUGIS SUR HUISNE,61110,BOISSY MAUGIS,COUR MAUGIS SUR HUISNE,"48.464144125,0.730036118715",61
61050,COUR MAUGIS SUR HUISNE,61110,ST MAURICE SUR HUISNE,COUR MAUGIS SUR HUISNE,"48.464144125,0.730036118715",61
61061,BRETONCELLES,61110,"",BRETONCELLES,"48.4358447093,0.900700483444",61
61345,REMALARD EN PERCHE,61110,BELLOU SUR HUISNE,REMALARD EN PERCHE,"48.4498027895,0.77912800072",61
61116,SABLONS SUR HUISNE,61110,CONDE SUR HUISNE,SABLONS SUR HUISNE,"48.3793529122,0.864706610339",61
61395,ST GERMAIN DES GROIS,61110,"",ST GERMAIN DES GROIS,"48.4049147624,0.815631940601",61
61501,VERRIERES,61110,"",VERRIERES,"48.3940369878,0.751793679416",61
61050,COUR MAUGIS SUR HUISNE,61110,MAISON MAUGIS,COUR MAUGIS SUR HUISNE,"48.464144125,0.730036118715",61
61116,SABLONS SUR HUISNE,61110,CONDEAU,SABLONS SUR HUISNE,"48.3793529122,0.864706610339",61
61116,SABLONS SUR HUISNE,61110,COULONGES LES SABLONS,SABLONS SUR HUISNE,"48.3793529122,0.864706610339",61
61241,LA MADELEINE BOUVET,61110,"",LA MADELEINE BOUVET,"48.468815139,0.898781486083",61
61300,MOUTIERS AU PERCHE,61110,"",MOUTIERS AU PERCHE,"48.4831821035,0.856650987166",61
61345,REMALARD EN PERCHE,61110,DORCEAU,REMALARD EN PERCHE,"48.4498027895,0.77912800072",61
61345,REMALARD EN PERCHE,61110,REMALARD,REMALARD EN PERCHE,"48.4498027895,0.77912800072",61
61010,AUBRY LE PANTHOU,61120,"",AUBRY LE PANTHOU,"48.8545964209,0.227741225949",61
61071,CAMEMBERT,61120,"",CAMEMBERT,"48.8916392638,0.17180547604",61
61198,GUERQUESALLES,61120,"",GUERQUESALLES,"48.9007314354,0.215841045214",61
61485,TICHEVILLE,61120,"",TICHEVILLE,"48.9078218887,0.258960926416",61
61086,LES CHAMPEAUX,61120,"",LES CHAMPEAUX,"48.8883947737,0.134248218764",61
61089,CHAMPOSOULT,61120,"",CHAMPOSOULT,"48.8633242426,0.16705586887",61
61139,CROUTTES,61120,"",CROUTTES,"48.9223848816,0.136536392714",61
61307,NEUVILLE SUR TOUQUES,61120,"",NEUVILLE SUR TOUQUES,"48.862323733,0.280747613281",61
61333,PONTCHARDON,61120,"",PONTCHARDON,"48.9301943035,0.262438401104",61
61508,VIMOUTIERS,61120,"",VIMOUTIERS,"48.9244621074,0.200660290146",61
61072,CANAPVILLE,61120,"",CANAPVILLE,"48.9484108928,0.256239841886",61
61460,SAP EN AUGE,61120,ORVILLE,SAP EN AUGE,"48.8881688087,0.338970200397",61
61346,LE RENOUARD,61120,"",LE RENOUARD,"48.9194110342,0.0988609548607",61
61351,ROIVILLE,61120,"",ROIVILLE,"48.8801395888,0.236531994875",61
61180,FRESNAY LE SAMSON,61120,"",FRESNAY LE SAMSON,"48.872166928,0.207025608696",61
61319,ORIGNY LE ROUX,61130,"",ORIGNY LE ROUX,"48.3345893006,0.417585339398",61
61379,ST CYR LA ROSIERE,61130,"",ST CYR LA ROSIERE,"48.3206311258,0.642420415109",61
61426,ST MARTIN DU VIEUX BELLEME,61130,"",ST MARTIN DU VIEUX BELLEME,"48.3722492499,0.54715865547",61
61484,VAL AU PERCHE,61130,GEMAGES,VAL AU PERCHE,"48.2676940084,0.650909010002",61
61005,APPENAI SOUS BELLEME,61130,"",APPENAI SOUS BELLEME,"48.3400960941,0.564708341058",61
61196,BELFORET EN PERCHE,61130,LE GUE DE LA CHAINE,BELFORET EN PERCHE,"48.3725300515,0.509787667614",61
61394,ST GERMAIN DE LA COUDRE,61130,"",ST GERMAIN DE LA COUDRE,"48.2717389911,0.591626706972",61
61142,DAME MARIE,61130,"",DAME MARIE,"48.3547234316,0.618155918935",61
61196,BELFORET EN PERCHE,61130,ORIGNY LE BUTIN,BELFORET EN PERCHE,"48.3725300515,0.509787667614",61
61207,IGE,61130,"",IGE,"48.3129531169,0.516923568848",61
61336,POUVRAI,61130,"",POUVRAI,"48.2795939755,0.518958565692",61
61041,BELLOU LE TRICHARD,61130,"",BELLOU LE TRICHARD,"48.2640987687,0.55321746429",61
61196,BELFORET EN PERCHE,61130,SERIGNY,BELFORET EN PERCHE,"48.3725300515,0.509787667614",61
61196,BELFORET EN PERCHE,61130,ST OUEN DE LA COUR,BELFORET EN PERCHE,"48.3725300515,0.509787667614",61
61498,VAUNOISE,61130,"",VAUNOISE,"48.3472339828,0.486737933229",61
61038,BELLEME,61130,"",BELLEME,"48.3730422807,0.563433048033",61
61099,LA CHAPELLE SOUEF,61130,"",LA CHAPELLE SOUEF,"48.3177028134,0.588455492814",61
61388,ST FULGENT DES ORMES,61130,"",ST FULGENT DES ORMES,"48.3204406534,0.453059277552",61
61211,JUVIGNY VAL D ANDAINE,61140,BEAULANDAIS,JUVIGNY VAL D ANDAINE,"48.5575380101,-0.496792071108",61
61096,RIVES D ANDAINE,61140,LA CHAPELLE D ANDAINE,RIVES D ANDAINE,"48.5439558211,-0.466370828883",61
61096,RIVES D ANDAINE,61140,GENESLAY,RIVES D ANDAINE,"48.5439558211,-0.466370828883",61
61211,JUVIGNY VAL D ANDAINE,61140,JUVIGNY SOUS ANDAINE,JUVIGNY VAL D ANDAINE,"48.5575380101,-0.496792071108",61
61483,BAGNOLES DE L ORNE NORMANDIE,61140,BAGNOLES DE L ORNE,BAGNOLES DE L ORNE NORMANDIE,"48.5556585202,-0.419510749596",61
61153,ECOUCHE LES VALLEES,61150,LOUCE,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61153,ECOUCHE LES VALLEES,61150,ECOUCHE,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61153,ECOUCHE LES VALLEES,61150,SERANS,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61153,ECOUCHE LES VALLEES,61150,ST OUEN SUR MAIRE,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61194,MONTS SUR ORNE,61150,GOULET,MONTS SUR ORNE,"48.7360749427,-0.0897289866447",61
61210,JOUE DU PLAIN,61150,"",JOUE DU PLAIN,"48.6801916267,-0.140023769708",61
61237,LOUGE SUR MAIRE,61150,"",LOUGE SUR MAIRE,"48.7010300474,-0.221367554163",61
61344,RANES,61150,"",RANES,"48.6436675698,-0.217658803697",61
61371,ST BRICE SOUS RANES,61150,"",ST BRICE SOUS RANES,"48.6784450821,-0.19335744417",61
61153,ECOUCHE LES VALLEES,61150,BATILLY,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61194,MONTS SUR ORNE,61150,MONTGAROULT,MONTS SUR ORNE,"48.7360749427,-0.0897289866447",61
61194,MONTS SUR ORNE,61150,SENTILLY,MONTS SUR ORNE,"48.7360749427,-0.0897289866447",61
61479,TANQUES,61150,"",TANQUES,"48.6863581551,-0.0741132458246",61
61503,VIEUX PONT,61150,"",VIEUX PONT,"48.6497838693,-0.151446966065",61
61020,AVOINE,61150,"",AVOINE,"48.6713596683,-0.0993268987581",61
61153,ECOUCHE LES VALLEES,61150,LA COURBE,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61473,SEVRAI,61150,"",SEVRAI,"48.7048584232,-0.151545774151",61
61023,BAILLEUL,61160,"",BAILLEUL,"48.8108648094,-0.0236048546803",61
61152,ECORCHES,61160,"",ECORCHES,"48.8736821576,0.0860912539084",61
61197,GUEPREI,61160,"",GUEPREI,"48.8356279545,-0.0153255535915",61
61238,LOUVIERES EN AUGE,61160,"",LOUVIERES EN AUGE,"48.8691287716,0.0285333540069",61
61283,MONTABARD,61160,"",MONTABARD,"48.8111933049,-0.085483255391",61
61303,NECY,61160,"",NECY,"48.8284800153,-0.117856246285",61
61505,VILLEDIEU LES BAILLEUL,61160,"",VILLEDIEU LES BAILLEUL,"48.7995766824,0.0180312174989",61
61123,COULONCES,61160,"",COULONCES,"48.8320426038,0.0154675970058",61
61276,MERRI,61160,"",MERRI,"48.8496427055,-0.0480442687765",61
61316,OMMOY,61160,"",OMMOY,"48.8545702425,-0.0238115124899",61
61399,ST GERVAIS DES SABLONS,61160,"",ST GERVAIS DES SABLONS,"48.9014613359,0.0731396137637",61
61474,GOUFFERN EN AUGE,61160,CHAMBOIS,GOUFFERN EN AUGE,"48.7516893837,0.0651597392441",61
61062,BRIEUX,61160,"",BRIEUX,"48.8334251501,-0.0791169679953",61
61120,COUDEHARD,61160,"",COUDEHARD,"48.8492741023,0.137324296391",61
61171,FONTAINE LES BASSETS,61160,"",FONTAINE LES BASSETS,"48.8614123081,0.00290765242172",61
61289,MONT ORMEL,61160,"",MONT ORMEL,"48.8358294295,0.153055227997",61
61352,RONAI,61160,"",RONAI,"48.8104980056,-0.135238062061",61
61474,GOUFFERN EN AUGE,61160,AUBRY EN EXMES,GOUFFERN EN AUGE,"48.7516893837,0.0651597392441",61
61474,GOUFFERN EN AUGE,61160,FEL,GOUFFERN EN AUGE,"48.7516893837,0.0651597392441",61
61474,GOUFFERN EN AUGE,61160,OMMEEL,GOUFFERN EN AUGE,"48.7516893837,0.0651597392441",61
61494,TRUN,61160,"",TRUN,"48.8509334132,0.0461785983021",61
61291,MONTREUIL LA CAMBE,61160,"",MONTREUIL LA CAMBE,"48.8842457581,0.0335930186845",61
61302,NEAUPHE SUR DIVE,61160,"",NEAUPHE SUR DIVE,"48.8515075057,0.0956108929382",61
61413,ST LAMBERT SUR DIVE,61160,"",ST LAMBERT SUR DIVE,"48.8296369621,0.0905725341208",61
61490,TOURNAI SUR DIVE,61160,"",TOURNAI SUR DIVE,"48.8106770801,0.0439108281261",61
61284,MONTCHEVREL,61170,"",MONTCHEVREL,"48.5815747627,0.334452095994",61
61331,LE PLANTIS,61170,"",LE PLANTIS,"48.6037546825,0.397038776409",61
61360,ST AGNAN SUR SARTHE,61170,"",ST AGNAN SUR SARTHE,"48.6219458943,0.428936207107",61
61126,COULONGES SUR SARTHE,61170,"",COULONGES SUR SARTHE,"48.5299458495,0.395044867838",61
61258,LE MELE SUR SARTHE,61170,"",LE MELE SUR SARTHE,"48.5109025611,0.35265245515",61
61454,STE SCOLASSE SUR SARTHE,61170,"",STE SCOLASSE SUR SARTHE,"48.5810388449,0.385128508121",61
61026,BARVILLE,61170,"",BARVILLE,"48.4725873445,0.346572085133",61
61066,BURE,61170,"",BURE,"48.5057238643,0.404327830049",61
61067,BURES,61170,"",BURES,"48.5579280908,0.401372198691",61
61215,LALEU,61170,"",LALEU,"48.5417295562,0.365988546618",61
61251,MARCHEMAISONS,61170,"",MARCHEMAISONS,"48.5227109351,0.314713654868",61
61365,ST AUBIN D APPENAI,61170,"",ST AUBIN D APPENAI,"48.5420210884,0.33805985698",61
61266,LE MENIL GUYON,61170,"",LE MENIL GUYON,"48.5800612899,0.29433804603",61
61412,ST JULIEN SUR SARTHE,61170,"",ST JULIEN SUR SARTHE,"48.4899708762,0.37342953932",61
61415,ST LEGER SUR SARTHE,61170,"",ST LEGER SUR SARTHE,"48.495044339,0.316782029384",61
61499,LES VENTES DE BOURSE,61170,"",LES VENTES DE BOURSE,"48.5065515464,0.266487058191",61
61034,BEAULIEU,61190,"",BEAULIEU,"48.6802207803,0.736178480276",61
61491,TOUROUVRE AU PERCHE,61190,LIGNEROLLES,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61491,TOUROUVRE AU PERCHE,61190,PREPOTIN,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61491,TOUROUVRE AU PERCHE,61190,BIVILLIERS,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61491,TOUROUVRE AU PERCHE,61190,BRESOLETTES,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61491,TOUROUVRE AU PERCHE,61190,CHAMPS,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61429,CHARENCEY,61190,MOUSSONVILLIERS,CHARENCEY,"48.6391173168,0.752904500205",61
61491,TOUROUVRE AU PERCHE,61190,RANDONNAI,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61208,IRAI,61190,"",IRAI,"48.6742050739,0.689209561635",61
61429,CHARENCEY,61190,NORMANDEL,CHARENCEY,"48.6391173168,0.752904500205",61
61429,CHARENCEY,61190,ST MAURICE LES CHARENCEY,CHARENCEY,"48.6391173168,0.752904500205",61
61491,TOUROUVRE AU PERCHE,61190,AUTHEUIL,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61491,TOUROUVRE AU PERCHE,61190,BUBERTRE,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61491,TOUROUVRE AU PERCHE,61190,TOUROUVRE,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61500,LA VENTROUZE,61190,"",LA VENTROUZE,"48.6121964562,0.689163035175",61
61491,TOUROUVRE AU PERCHE,61190,LA POTERIE AU PERCHE,TOUROUVRE AU PERCHE,"48.5889926319,0.659944291667",61
61472,SEVIGNY,61200,"",SEVIGNY,"48.7731316921,-0.0198186687078",61
61314,OCCAGNES,61200,"",OCCAGNES,"48.7813226676,-0.0658264012764",61
61212,JUVIGNY SUR ORNE,61200,"",JUVIGNY SUR ORNE,"48.7241556418,0.0235822074744",61
61298,MOULINS SUR ORNE,61200,"",MOULINS SUR ORNE,"48.7533220868,-0.0653769966336",61
61006,ARGENTAN,61200,"",ARGENTAN,"48.7321880919,-0.0132322590535",61
61014,AUNOU LE FAUCON,61200,"",AUNOU LE FAUCON,"48.7194759541,0.055348775966",61
61358,SAI,61200,"",SAI,"48.7407667641,0.0235996359828",61
61462,SARCEAUX,61200,"",SARCEAUX,"48.7158736886,-0.0346146728609",61
61114,COMMEAUX,61200,"",COMMEAUX,"48.7884537955,-0.0987177513716",61
61153,ECOUCHE LES VALLEES,61200,FONTENAI SUR ORNE,ECOUCHE LES VALLEES,"48.715236562,-0.11079364791",61
61170,FLEURE,61200,"",FLEURE,"48.6830918716,-0.0507019208151",61
61474,GOUFFERN EN AUGE,61200,UROU ET CRENNES,GOUFFERN EN AUGE,"48.7516893837,0.0651597392441",61
61028,BAZOCHES AU HOULME,61210,"",BAZOCHES AU HOULME,"48.8288059137,-0.263374307048",61
61084,CHAMPCERIE,61210,"",CHAMPCERIE,"48.7979697432,-0.228081171597",61
61273,MENIL VIN,61210,"",MENIL VIN,"48.8495621801,-0.319173633186",61
61290,MONTREUIL AU HOULME,61210,"",MONTREUIL AU HOULME,"48.6816940367,-0.266477110439",61
61339,PUTANGES LE LAC,61210,LES ROTOURS,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61339,PUTANGES LE LAC,61210,ST AUBERT SUR ORNE,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61189,GIEL COURTEILLES,61210,"",GIEL COURTEILLES,"48.7650250908,-0.208008269332",61
61265,MENIL GONDOUIN,61210,"",MENIL GONDOUIN,"48.7541147745,-0.296950238626",61
61199,HABLOVILLE,61210,"",HABLOVILLE,"48.7905539735,-0.178098224902",61
61308,NEUVY AU HOULME,61210,"",NEUVY AU HOULME,"48.821735051,-0.190259929005",61
61339,PUTANGES LE LAC,61210,LA FRESNAYE AU SAUVAGE,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61339,PUTANGES LE LAC,61210,PUTANGES PONT ECREPIN,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61339,PUTANGES LE LAC,61210,STE CROIX SUR ORNE,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61349,RI,61210,"",RI,"48.788213656,-0.13879185478",61
61217,LA LANDE DE LOUGE,61210,"",LA LANDE DE LOUGE,"48.7010795205,-0.249914242658",61
61267,MENIL HERMEI,61210,"",MENIL HERMEI,"48.8258123332,-0.318533772581",61
61339,PUTANGES LE LAC,61210,LA FORET AUVRAY,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61408,STE HONORINE LA GUILLAUME,61210,"",STE HONORINE LA GUILLAUME,"48.7774185998,-0.381537556924",61
61339,PUTANGES LE LAC,61210,CHENEDOUIT,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61339,PUTANGES LE LAC,61210,MENIL JEAN,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61339,PUTANGES LE LAC,61210,RABODANGES,PUTANGES LE LAC,"48.766449668,-0.252215702706",61
61512,LES YVETEAUX,61210,"",LES YVETEAUX,"48.7089293788,-0.270231852035",61
61040,BELLOU EN HOULME,61220,"",BELLOU EN HOULME,"48.6910303266,-0.444104849045",61
61124,LA COULONCHE,61220,"",LA COULONCHE,"48.6375516967,-0.466617045312",61
61137,CRAMENIL,61220,"",CRAMENIL,"48.7450234977,-0.372031703174",61
61332,POINTEL,61220,"",POINTEL,"48.6945257579,-0.348493610503",61
61361,ST ANDRE DE BRIOUZE,61220,"",ST ANDRE DE BRIOUZE,"48.7338760322,-0.327257845989",61
61260,LE MENIL DE BRIOUZE,61220,"",LE MENIL DE BRIOUZE,"48.660905496,-0.397537206394",61
61459,SAIRES LA VERRERIE,61220,"",SAIRES LA VERRERIE,"48.6896183653,-0.4875928451",61
61063,BRIOUZE,61220,"",BRIOUZE,"48.7111600408,-0.377752655086",61
61227,LIGNOU,61220,"",LIGNOU,"48.6736724147,-0.342978146704",61
61402,ST HILAIRE DE BRIOUZE,61220,"",ST HILAIRE DE BRIOUZE,"48.7072968061,-0.30765966543",61
61108,CISAI ST AUBIN,61230,"",CISAI ST AUBIN,"48.7765975635,0.357700893574",61
61103,CHAUMONT,61230,"",CHAUMONT,"48.8445061451,0.338218709549",61
61122,COULMER,61230,"",COULMER,"48.7666900667,0.303236402861",61
61252,MARDILLY,61230,"",MARDILLY,"48.829136334,0.262656669322",61
61461,LE SAP ANDRE,61230,"",LE SAP ANDRE,"48.8285699503,0.390076945635",61
61178,LA FRESNAIE FAYEL,61230,"",LA FRESNAIE FAYEL,"48.8333166779,0.227433994696",61
61268,MENIL HUBERT EN EXMES,61230,"",MENIL HUBERT EN EXMES,"48.8018370315,0.233439468984",61
61138,CROISILLES,61230,"",CROISILLES,"48.7626241213,0.267120484409",61
61181,GACE,61230,"",GACE,"48.790215977,0.308446478408",61
61317,ORGERES,61230,"",ORGERES,"48.752506479,0.3456805156",61
61347,RESENLIEU,61230,"",RESENLIEU,"48.7900887821,0.276930426076",61
61385,ST EVROULT DE MONTFORT,61230,"",ST EVROULT DE MONTFORT,"48.8122960586,0.312765377399",61
61493,LA TRINITE DES LAITIERS,61230,"",LA TRINITE DES LAITIERS,"48.8014157498,0.379968041831",61
61188,LA GENEVRAIE,61240,"",LA GENEVRAIE,"48.6836221489,0.319127105217",61
61272,LE MENIL VICOMTE,61240,"",LE MENIL VICOMTE,"48.7454400632,0.293574610527",61
61081,CHAILLOUE,61240,MARMOUILLE,CHAILLOUE,"48.6568911726,0.196513358702",61
61192,GODISSON,61240,"",GODISSON,"48.6758477819,0.249741558022",61
61393,ST GERMAIN DE CLAIREFEUILLE,61240,"",ST GERMAIN DE CLAIREFEUILLE,"48.7256386551,0.24088318968",61
61088,CHAMP HAUT,61240,"",CHAMP HAUT,"48.7261314736,0.325245165597",61
61264,MENIL FROGER,61240,"",MENIL FROGER,"48.7308500818,0.265343668064",61
61310,NONANT LE PIN,61240,"",NONANT LE PIN,"48.7031233421,0.207290973767",61
61017,LES AUTHIEUX DU PUITS,61240,"",LES AUTHIEUX DU PUITS,"48.7049354762,0.329371823678",61
61225,LIGNERES,61240,"",LIGNERES,"48.7371565601,0.306149827572",61
61275,LE MERLERAULT,61240,"",LE MERLERAULT,"48.7007870105,0.280266472699",61
61141,CUISSAI,61250,"",CUISSAI,"48.4725248248,0.00249150932899",61
61234,LONRAI,61250,"",LONRAI,"48.4532606248,0.0362818528268",61
61304,NEUILLY LE BISSON,61250,"",NEUILLY LE BISSON,"48.5043524254,0.219675874132",61
61321,PACE,61250,"",PACE,"48.4457253693,-0.00548884652011",61
61341,ECOUVES,61250,FORGES,ECOUVES,"48.5089267357,0.0863965878338",61
61433,ST NICOLAS DES BOIS,61250,"",ST NICOLAS DES BOIS,"48.5061778998,0.0266355295781",61
61467,SEMALLE,61250,"",SEMALLE,"48.4735348664,0.15478366717",61
